purchase_id,customer_id,purchase_date,category,amount
3180,1068,2024-07-26,Food & Beverage,134.27
3181,1068,2024-07-26,Food & Beverage,138.95
3182,1068,2024-07-26,Food & Beverage,114.34
3183,1069,2024-05-14,Games,59.07
3184,1069,2024-05-14,Games,60.99
3185,1069,2024-05-14,Games,46.62
3186,1069,2024-05-14,Snacks,27.27
3187,1070,2024-07-08,Food & Beverage,107.96
3188,1070,2024-07-08,Food & Beverage,171.19
3189,1070,2024-07-08,Food & Beverage,156.01
3190,1070,2024-10-04,Food & Beverage,155.35
3191,1070,2024-10-04,Food & Beverage,106.83
3192,1070,2024-10-04,Food & Beverage,68.74
3193,1070,2024-07-26,Photography,155.19
3194,1071,2024-10-25,Snacks,57.24
3195,1072,2024-06-14,Food & Beverage,136.8
3196,1072,2024-06-14,Snacks,17.87
3197,1072,2024-06-14,Snacks,44.76
3198,1072,2024-06-14,Games,70.39
3199,1073,2024-03-20,Food & Beverage,150.37
3200,1073,2024-03-20,Merchandise,135.72
3201,1074,2024-06-12,Games,28.24
3202,1074,2024-06-12,Snacks,25.2
3203,1074,2024-06-12,Food & Beverage,113.18
3204,1074,2024-06-12,Games,36.19
3205,1075,2024-06-17,Food & Beverage,103.78
3206,1076,2024-04-19,Games,34.68
3207,1076,2024-04-19,Snacks,50.43
3208,1076,2024-04-19,Food & Beverage,100.06
3209,1077,2024-09-10,Merchandise,108.21
3210,1077,2024-09-10,Merchandise,124.9
3211,1077,2024-09-10,Food & Beverage,154.15
3212,1077,2024-09-10,Games,53.7
3213,1078,2024-06-09,Food & Beverage,160.46
3214,1078,2024-06-09,Food & Beverage,101.43
3215,1078,2024-06-09,Merchandise,108.2
3216,1079,2024-12-19,Photography,111.68
3217,1079,2024-12-19,Photography,189.86
3218,1079,2024-12-19,Food & Beverage,54.73
3219,1080,2024-05-25,Photography,122.62
3220,1080,2024-05-25,Snacks,50.98
3221,1080,2024-05-25,Food & Beverage,57.99
3222,1081,2024-10-26,Games,47.35
3223,1081,2024-10-26,Food & Beverage,97.93
3224,1081,2024-10-26,Food & Beverage,92.35
3225,1081,2024-10-26,Merchandise,41.12
3226,1082,2024-12-19,Snacks,33.4
3227,1083,2024-09-21,Food & Beverage,164.29
3228,1083,2024-09-21,Games,22.98
3229,1084,2024-07-20,Photography,189.49
3230,1084,2024-07-20,Snacks,46.93
3231,1084,2024-07-20,Games,75.75
3232,1086,2024-04-11,Food & Beverage,113.7
3233,1086,2024-04-11,Games,63.0
3234,1087,2024-10-11,Games,20.09
3235,1087,2024-10-11,Food & Beverage,177.62
3236,1089,2024-05-09,Merchandise,88.93
3237,1089,2024-09-18,Food & Beverage,60.6
3238,1089,2024-09-18,Food & Beverage,109.69
3239,1092,2024-06-16,Food & Beverage,127.82
3240,1092,2024-06-16,Food & Beverage,67.25
3241,1092,2024-06-16,Food & Beverage,73.42
3242,1092,2024-06-16,Merchandise,81.51
3243,1093,2024-12-19,Food & Beverage,172.48
3244,1093,2024-12-19,Food & Beverage,112.92
3245,1094,2024-05-09,Food & Beverage,55.22
3246,1094,2024-05-09,Food & Beverage,127.39
3247,1094,2024-05-09,Food & Beverage,165.63
3248,1095,2024-08-28,Games,47.35
3249,1095,2024-08-28,Food & Beverage,171.66
3250,1095,2024-08-28,Snacks,19.96
3251,1095,2024-08-28,Photography,108.7
3252,1096,2024-08-22,Food & Beverage,66.41
3253,1096,2024-08-22,Food & Beverage,153.98
3254,1097,2024-06-11,Games,43.89
3255,1097,2024-06-11,Food & Beverage,78.82
3256,1097,2024-06-11,Games,74.26
3257,1097,2024-06-11,Photography,120.77
3258,1098,2024-01-24,Food & Beverage,92.36
3259,1098,2024-01-24,Food & Beverage,104.73
3260,1101,2024-07-19,Merchandise,86.77
3261,1101,2024-07-19,Food & Beverage,109.11
3262,1101,2024-07-19,Food & Beverage,51.0
3263,1101,2024-07-19,Snacks,31.03
3264,1102,2024-07-09,Games,22.5
3265,1102,2024-07-09,Games,39.15
3266,1102,2024-07-09,Photography,172.71
3267,1102,2024-07-09,Photography,89.99
3268,1103,2024-06-29,Games,61.29
3269,1103,2024-06-29,Food & Beverage,73.43
3270,1103,2024-06-29,Food & Beverage,153.93
3271,1103,2024-06-29,Food & Beverage,154.45
3272,1105,2024-06-19,Food & Beverage,86.64
3273,1105,2024-06-19,Games,39.18
3274,1105,2024-06-19,Food & Beverage,163.18
3275,1105,2024-04-10,Snacks,41.18
3276,1106,2024-12-22,Merchandise,57.26
3277,1107,2024-10-04,Food & Beverage,84.46
3278,1107,2024-10-04,Merchandise,124.09
3279,1108,2024-07-12,Merchandise,98.82
3280,1108,2024-07-12,Food & Beverage,54.49
3281,1108,2024-07-12,Food & Beverage,150.73
3282,1109,2024-09-20,Games,21.97
3283,1109,2024-09-20,Food & Beverage,56.49
3284,1109,2024-09-20,Food & Beverage,86.98
3285,1111,2024-11-06,Photography,104.37
3286,1111,2024-11-06,Food & Beverage,91.04
3287,1112,2024-04-19,Merchandise,53.22
3288,1112,2024-04-19,Merchandise,36.35
3289,1112,2024-04-19,Games,52.42
3290,1113,2024-04-27,Snacks,26.86
3291,1113,2024-04-27,Games,46.94
3292,1113,2024-04-27,Merchandise,47.61
3293,1113,2024-04-27,Snacks,15.48
3294,1113,2024-04-11,Food & Beverage,73.91
3295,1114,2024-09-02,Games,60.8
3296,1114,2024-09-02,Snacks,53.82
3297,1115,2024-12-19,Food & Beverage,133.45
3298,1115,2024-12-19,Snacks,31.84
3299,1115,2024-12-19,Games,47.24
3300,1115,2024-12-19,Merchandise,75.0
3301,1116,2024-06-12,Games,64.37
3302,1117,2024-10-16,Photography,162.28
3303,1117,2024-12-17,Snacks,42.3
3304,1118,2024-04-08,Merchandise,38.84
3305,1118,2024-04-08,Games,79.7
3306,1119,2024-09-06,Food & Beverage,128.28
3307,1119,2024-09-06,Snacks,47.52
3308,1119,2024-09-06,Food & Beverage,95.55
3309,1119,2024-09-06,Merchandise,105.54
3310,1121,2024-06-13,Photography,124.23
3311,1121,2024-06-13,Food & Beverage,114.67
3312,1122,2024-07-08,Food & Beverage,83.92
3313,1122,2024-07-08,Food & Beverage,51.61
3314,1122,2024-07-08,Games,58.88
3315,1122,2024-04-06,Games,54.86
3316,1122,2024-04-06,Snacks,33.48
3317,1126,2024-12-09,Food & Beverage,106.69
3318,1127,2024-12-29,Food & Beverage,128.83
3319,1128,2024-11-17,Games,24.08
3320,1129,2024-12-04,Snacks,18.03
3321,1130,2024-08-29,Snacks,59.76
3322,1131,2024-12-25,Merchandise,93.29
3323,1131,2024-12-25,Food & Beverage,159.72
3324,1131,2024-12-25,Merchandise,112.84
3325,1131,2024-12-25,Games,69.4
3326,1134,2024-01-12,Food & Beverage,100.14
3327,1134,2024-01-12,Food & Beverage,174.65
3328,1134,2024-01-12,Food & Beverage,93.66
3329,1134,2024-01-12,Merchandise,122.75
3330,1135,2024-12-20,Food & Beverage,53.66
3331,1135,2024-12-20,Games,32.14
3332,1135,2024-12-20,Food & Beverage,127.3
3333,1135,2024-12-20,Food & Beverage,153.76
3334,1135,2024-03-08,Food & Beverage,96.03
3335,1135,2024-03-08,Snacks,52.99
3336,1136,2024-10-05,Snacks,47.82
3337,1136,2024-10-05,Games,64.31
3338,1137,2024-11-24,Merchandise,123.89
3339,1137,2024-11-24,Merchandise,72.2
3340,1137,2024-11-24,Food & Beverage,96.4
3341,1138,2024-05-04,Snacks,47.51
3342,1138,2024-05-04,Games,48.37
3343,1138,2024-05-04,Food & Beverage,65.68
3344,1138,2024-01-08,Games,49.8
3345,1139,2024-04-10,Games,56.43
3346,1139,2024-04-10,Food & Beverage,178.04
3347,1139,2024-04-10,Snacks,45.0
3348,1140,2024-04-10,Food & Beverage,80.58
3349,1140,2024-04-10,Food & Beverage,125.23
3350,1140,2024-04-10,Games,27.45
3351,1140,2024-11-14,Snacks,42.52
3352,1140,2024-12-28,Snacks,34.16
3353,1140,2024-12-28,Games,28.92
3354,1140,2024-12-28,Snacks,20.04
3355,1140,2024-12-28,Food & Beverage,104.63
3356,1141,2024-10-02,Food & Beverage,81.07
3357,1141,2024-10-02,Food & Beverage,131.52
3358,1141,2024-03-24,Games,22.38
3359,1141,2024-03-24,Merchandise,93.64
3360,1141,2024-03-24,Games,64.28
3361,1141,2024-03-24,Snacks,31.83
3362,1141,2024-10-17,Food & Beverage,139.64
3363,1141,2024-10-17,Food & Beverage,127.77
3364,1141,2024-10-17,Food & Beverage,121.35
3365,1141,2024-10-11,Games,26.82
3366,1141,2024-10-11,Games,44.19
3367,1141,2024-10-11,Snacks,41.52
3368,1141,2024-10-11,Food & Beverage,97.89
3369,1142,2024-06-12,Snacks,21.19
3370,1142,2024-06-12,Food & Beverage,107.26
3371,1143,2024-07-15,Food & Beverage,171.25
3372,1143,2024-07-15,Snacks,40.54
3373,1143,2024-07-15,Food & Beverage,143.76
3374,1143,2024-07-15,Snacks,31.81
3375,1145,2024-07-12,Food & Beverage,112.71
3376,1145,2024-07-12,Merchandise,116.97
3377,1145,2024-07-12,Snacks,40.31
3378,1146,2024-12-08,Food & Beverage,66.32
3379,1146,2024-12-08,Food & Beverage,89.24
3380,1147,2024-11-14,Food & Beverage,170.25
3381,1147,2024-11-14,Food & Beverage,139.69
3382,1147,2024-11-14,Games,21.9
3383,1148,2024-04-07,Food & Beverage,130.46
3384,1148,2024-04-07,Games,63.98
3385,1148,2024-04-07,Food & Beverage,126.9
3386,1148,2024-04-07,Snacks,35.28
3387,1149,2024-04-14,Food & Beverage,129.54
3388,1149,2024-04-14,Food & Beverage,124.96
3389,1149,2024-04-14,Games,42.65
3390,1149,2024-04-14,Snacks,35.73
3391,1150,2024-10-20,Food & Beverage,101.97
3392,1150,2024-10-20,Snacks,25.25
3393,1150,2024-10-20,Snacks,43.94
3394,1151,2024-06-21,Food & Beverage,143.19
3395,1151,2024-09-10,Snacks,50.08
3396,1151,2024-09-10,Games,35.63
3397,1151,2024-12-28,Snacks,21.76
3398,1151,2024-12-28,Snacks,15.06
3399,1151,2024-12-28,Snacks,50.99
3400,1152,2024-06-02,Merchandise,142.57
3401,1152,2024-06-02,Merchandise,55.7
3402,1152,2024-06-02,Food & Beverage,160.18
3403,1152,2024-06-02,Merchandise,59.45
3404,1153,2024-01-05,Food & Beverage,89.87
3405,1153,2024-01-05,Games,58.05
3406,1153,2024-01-05,Food & Beverage,92.24
3407,1154,2024-12-26,Food & Beverage,98.03
3408,1154,2024-12-26,Food & Beverage,62.03
3409,1155,2024-06-26,Food & Beverage,89.25
3410,1155,2024-06-26,Photography,189.03
3411,1155,2024-02-22,Food & Beverage,73.12
3412,1155,2024-02-22,Food & Beverage,79.97
3413,1155,2024-10-10,Merchandise,113.49
3414,1155,2024-10-10,Food & Beverage,82.49
3415,1155,2024-10-10,Food & Beverage,113.72
3416,1155,2024-10-10,Snacks,48.78
3417,1156,2024-12-08,Food & Beverage,100.04
3418,1156,2024-12-08,Snacks,56.32
3419,1156,2024-12-08,Snacks,56.67
3420,1158,2024-01-08,Merchandise,36.08
3421,1158,2024-12-07,Snacks,38.65
3422,1158,2024-12-07,Photography,86.18
3423,1159,2024-07-07,Food & Beverage,74.69
3424,1159,2024-07-07,Food & Beverage,83.77
3425,1159,2024-07-07,Snacks,18.84
3426,1160,2024-10-13,Food & Beverage,132.3
3427,1160,2024-10-13,Games,43.96
3428,1160,2024-01-20,Snacks,30.18
3429,1161,2024-07-24,Games,77.26
3430,1162,2024-06-28,Food & Beverage,137.63
3431,1163,2024-03-23,Merchandise,31.48
3432,1163,2024-03-23,Games,78.83
3433,1163,2024-03-23,Games,75.26
3434,1164,2024-12-11,Merchandise,135.51
3435,1164,2024-12-11,Games,46.35
3436,1164,2024-12-11,Merchandise,110.04
3437,1164,2024-12-11,Merchandise,95.86
3438,1165,2024-04-02,Food & Beverage,154.39
3439,1165,2024-04-02,Games,30.21
3440,1165,2024-04-02,Snacks,53.83
3441,1166,2024-09-14,Merchandise,49.2
3442,1166,2024-02-27,Games,37.41
3443,1166,2024-02-27,Food & Beverage,147.64
3444,1166,2024-02-27,Food & Beverage,116.72
3445,1167,2024-07-20,Snacks,41.15
3446,1167,2024-07-20,Games,37.07
3447,1167,2024-07-20,Food & Beverage,91.79
3448,1167,2024-07-20,Food & Beverage,65.69
3449,1168,2024-04-21,Food & Beverage,89.26
3450,1169,2024-12-07,Merchandise,90.73
3451,1170,2024-11-05,Games,78.78
3452,1170,2024-11-05,Games,51.23
3453,1170,2024-11-05,Games,57.45
3454,1171,2024-01-12,Games,76.37
3455,1171,2024-01-12,Games,34.84
3456,1172,2024-09-28,Photography,194.2
3457,1172,2024-09-28,Snacks,29.05
3458,1172,2024-09-28,Food & Beverage,133.1
3459,1173,2024-05-05,Food & Beverage,69.44
3460,1173,2024-05-05,Food & Beverage,135.1
3461,1173,2024-05-05,Snacks,19.43
3462,1174,2024-04-27,Snacks,24.8
3463,1174,2024-04-27,Food & Beverage,157.75
3464,1174,2024-04-27,Games,30.25
3465,1176,2024-12-14,Photography,196.74
3466,1176,2024-12-14,Merchandise,47.71
3467,1176,2024-12-14,Merchandise,118.17
3468,1177,2024-02-19,Photography,137.19
3469,1177,2024-02-19,Food & Beverage,81.55
3470,1179,2024-06-06,Food & Beverage,171.85
3471,1179,2024-06-06,Photography,185.74
3472,1179,2024-03-25,Games,22.36
3473,1179,2024-03-25,Games,43.09
3474,1179,2024-03-25,Food & Beverage,67.5
3475,1179,2024-03-25,Snacks,23.91
3476,1181,2024-08-10,Merchandise,139.19
3477,1181,2024-08-10,Games,43.71
3478,1181,2024-08-10,Games,23.11
3479,1181,2024-08-10,Games,72.59
3480,1183,2024-08-27,Food & Beverage,108.35
3481,1183,2024-08-27,Food & Beverage,153.15
3482,1183,2024-04-04,Snacks,46.45
3483,1183,2024-04-04,Snacks,31.67
3484,1184,2024-01-06,Photography,97.36
3485,1184,2024-01-06,Snacks,51.19
3486,1184,2024-01-06,Food & Beverage,85.95
3487,1184,2024-01-06,Games,37.36
3488,1184,2024-03-14,Games,49.12
3489,1184,2024-03-14,Snacks,48.86
3490,1185,2024-04-23,Games,39.14
3491,1185,2024-04-23,Food & Beverage,122.22
3492,1186,2024-07-06,Snacks,38.01
3493,1186,2024-07-06,Food & Beverage,99.57
3494,1187,2024-07-10,Snacks,35.67
3495,1187,2024-07-10,Merchandise,91.92
3496,1187,2024-06-04,Food & Beverage,134.59
3497,1188,2024-06-22,Snacks,25.39
3498,1188,2024-06-22,Games,56.13
3499,1188,2024-06-22,Games,24.25
3500,1188,2024-06-22,Food & Beverage,105.43
3501,1189,2024-12-10,Merchandise,108.1
3502,1189,2024-12-10,Food & Beverage,90.62
3503,1190,2024-04-19,Food & Beverage,155.96
3504,1192,2024-12-10,Food & Beverage,144.02
3505,1192,2024-12-10,Games,66.46
3506,1192,2024-12-10,Food & Beverage,86.73
3507,1192,2024-12-10,Games,56.72
3508,1193,2024-05-26,Games,50.27
3509,1193,2024-05-26,Merchandise,79.75
3510,1193,2024-05-26,Snacks,25.7
3511,1195,2024-07-18,Games,64.39
3512,1195,2024-07-18,Food & Beverage,72.27
3513,1195,2024-07-18,Snacks,41.22
3514,1196,2024-04-28,Snacks,52.1
3515,1196,2024-04-28,Merchandise,119.1
3516,1197,2024-02-21,Food & Beverage,125.64
3517,1197,2024-02-21,Food & Beverage,139.54
3518,1197,2024-02-21,Food & Beverage,147.2
3519,1198,2024-09-16,Games,40.56
3520,1198,2024-09-16,Merchandise,147.28
3521,1198,2024-09-16,Snacks,34.3
3522,1198,2024-09-16,Games,41.33
3523,1198,2024-04-21,Merchandise,60.22
3524,1198,2024-04-21,Games,49.8
3525,1198,2024-04-21,Snacks,21.41
3526,1198,2024-10-24,Games,62.12
3527,1198,2024-10-24,Snacks,50.41
3528,1199,2024-11-11,Photography,103.85
3529,1199,2024-03-24,Merchandise,95.4
3530,1199,2024-03-24,Food & Beverage,60.42
3531,1200,2024-04-28,Food & Beverage,161.89
3532,1200,2024-04-28,Merchandise,119.01
3533,1201,2024-01-25,Photography,94.4
3534,1201,2024-01-25,Snacks,34.86
3535,1202,2024-09-28,Food & Beverage,161.36
3536,1202,2024-09-28,Snacks,24.79
3537,1202,2024-09-28,Food & Beverage,128.82
3538,1202,2024-09-28,Photography,108.63
3539,1204,2024-07-20,Photography,86.46
3540,1204,2024-07-20,Games,66.01
3541,1206,2024-11-10,Merchandise,33.16
3542,1206,2024-11-10,Food & Beverage,170.61
3543,1206,2024-11-10,Food & Beverage,154.15
3544,1207,2024-08-27,Food & Beverage,173.74
3545,1207,2024-08-27,Merchandise,111.3
3546,1207,2024-08-27,Snacks,20.8
3547,1207,2024-08-27,Games,38.27
3548,1208,2024-12-07,Games,46.86
3549,1209,2024-03-18,Photography,87.52
3550,1209,2024-03-18,Merchandise,86.47
3551,1209,2024-03-18,Games,67.55
3552,1210,2024-01-28,Food & Beverage,128.86
3553,1211,2024-02-11,Food & Beverage,66.69
3554,1212,2024-11-06,Merchandise,109.71
3555,1212,2024-11-06,Food & Beverage,144.15
3556,1213,2024-07-14,Food & Beverage,103.48
3557,1213,2024-07-14,Food & Beverage,55.85
3558,1214,2024-04-30,Food & Beverage,51.56
3559,1214,2024-04-30,Food & Beverage,75.91
3560,1214,2024-04-30,Food & Beverage,97.63
3561,1214,2024-04-30,Photography,134.63
3562,1215,2024-10-28,Merchandise,121.18
3563,1216,2024-09-02,Merchandise,101.62
3564,1216,2024-09-02,Food & Beverage,148.15
3565,1218,2024-11-23,Games,67.69
3566,1218,2024-04-27,Merchandise,138.75
3567,1218,2024-04-27,Snacks,37.1
3568,1218,2024-04-27,Games,46.28
3569,1218,2024-04-27,Food & Beverage,58.26
3570,1219,2024-07-15,Merchandise,45.46
3571,1219,2024-07-15,Food & Beverage,119.82
3572,1219,2024-07-15,Games,54.43
3573,1219,2024-07-15,Merchandise,107.19
3574,1220,2024-06-19,Food & Beverage,85.74
3575,1220,2024-06-19,Food & Beverage,82.88
3576,1220,2024-06-19,Food & Beverage,115.17
3577,1220,2024-06-19,Snacks,51.38
3578,1221,2024-12-12,Snacks,25.05
3579,1221,2024-12-12,Food & Beverage,122.22
3580,1221,2024-12-12,Merchandise,89.84
3581,1221,2024-12-12,Photography,158.88
3582,1223,2024-09-23,Food & Beverage,132.38
3583,1224,2024-12-29,Snacks,37.95
3584,1224,2024-12-29,Merchandise,138.86
3585,1224,2024-12-29,Food & Beverage,177.98
3586,1224,2024-12-29,Merchandise,58.61
3587,1225,2024-03-15,Food & Beverage,167.07
3588,1225,2024-03-15,Snacks,42.04
3589,1227,2024-07-19,Food & Beverage,123.26
3590,1227,2024-07-19,Food & Beverage,172.61
3591,1227,2024-07-19,Food & Beverage,90.82
3592,1227,2024-07-19,Games,47.37
3593,1227,2024-10-07,Merchandise,145.62
3594,1227,2024-10-22,Food & Beverage,122.66
3595,1227,2024-10-22,Food & Beverage,57.17
3596,1227,2024-10-22,Snacks,31.16
3597,1227,2024-09-13,Snacks,45.32
3598,1227,2024-09-13,Food & Beverage,171.81
3599,1227,2024-09-13,Snacks,35.26
3600,1229,2024-07-05,Games,61.91
3601,1229,2024-07-05,Games,51.54
3602,1229,2024-07-05,Photography,150.54
3603,1229,2024-07-05,Snacks,44.0
3604,1229,2024-04-24,Snacks,16.41
3605,1230,2024-12-24,Merchandise,31.1
3606,1230,2024-12-24,Food & Beverage,149.97
3607,1231,2024-11-30,Snacks,18.06
3608,1231,2024-11-30,Food & Beverage,72.59
3609,1231,2024-11-30,Games,61.28
3610,1231,2024-11-30,Food & Beverage,113.93
3611,1231,2024-10-24,Food & Beverage,165.4
